"","Country","AVG_Happiness_Foreign","AVG_Happiness_Local","Happiness_Index_2018","Dystopia_Comparison","Explained_GDPperCapita","Explained_SocialSupp","Explained_LifeExp","Explained_Freedom","Explained_Generosity","Explained_Corruption","HappinessChange","Happiness_Index_2010","Region indicator","Life ladder, 2015-2017","Log of GDP per person, 2015-2017","GDP per person, 2015-2017","Healthy life expectancy, 2015-2017","Social support, 2015-2017","Freedom to make life choices, 2015-2017","Generosity, 2015-2017, without adjustment for GDP per person","Standard error, generosity, 2015-2017","Perceptions of corruption, 2015-2017"
"106","Nigeria",5.09028434753418,5.10535526275635,5.15539979934692,2.55215382575989,0.689119935035706,1.1717095375061,0.0477200746536255,0.461857050657272,0.201041728258133,0.0317503549158573,0.262810707092285,4.89258909225464,"Sub-Saharan Africa",5.15535259246826,8.6101598739624,5487.1259765625,45.4964904785156,0.784353792667389,0.762667953968048,0.28479078412056,0.0104367984458804,0.888043284416199
"107","North Cyprus",5.44294118881226,5.88641262054443,5.83479976654053,1.65875148773193,1.22881591320038,1.21101057529449,0.909132301807404,0.494896501302719,0.178680941462517,0.153538778424263,NA,NA,"Western Europe",5.83482646942139,NA,NA,NA,0.800413131713867,0.790459394454956,0.381759911775589,0.0134715773165226,0.663229167461395
"108","Norway",7.43496084213257,7.60120725631714,7.59369993209839,2.38324165344238,1.45562672615051,1.58233964443207,0.860762715339661,0.686420261859894,0.285636305809021,0.339687198400497,-0.0385727882385254,7.63227272033691,"Western Europe",7.59371471405029,11.0719318389893,64339.6796875,71.0865859985352,0.952147006988525,0.951561331748962,0.625536561012268,0.0108376415446401,0.319610327482224
"110","Pakistan",4.98960638046265,5.24120759963989,5.47249984741211,2.92302131652832,0.652440428733826,0.809543192386627,0.423742711544037,0.334344774484634,0.216079860925674,0.113293156027794,0.47022008895874,5.00227975845337,"South Asia",5.47246551513672,8.49235725402832,4877.349609375,57.3316078186035,0.636363983154297,0.655409872531891,0.298179924488068,0.00900828558951616,0.737520158290863
"111","Palestinian Territories",4.68851566314697,4.63289928436279,4.74329996109009,1.85314726829529,0.642410695552826,1.21677112579346,0.6024050116539,0.266158401966095,0.0859548300504684,0.0764569342136383,0.197306632995605,4.54599332809448,"Middle East and North Africa",4.74330425262451,8.46014499664307,4722.74267578125,62.9549102783203,0.802767038345337,0.59805428981781,0.0860627666115761,0.00603844411671162,0.805517613887787
"112","Panama",6.33550214767456,6.84207391738892,6.42999982833862,2.33618021011353,1.11220049858093,1.43839037418365,0.758799850940704,0.596867084503174,0.124509714543819,0.0630914345383644,-0.665175914764404,7.09517574310303,"Latin America and Caribbean",6.4300389289856,9.96895790100098,21353.220703125,67.8773574829102,0.893325924873352,0.876232862472534,0.271135360002518,0.00973330996930599,0.830189526081085
"113","Paraguay",5.89885520935059,5.61003112792969,5.6806001663208,1.93228054046631,0.834580302238464,1.5220855474472,0.615015685558319,0.540538311004639,0.162014126777649,0.0740457102656364,0.018394947052002,5.6622052192688,"Latin America and Caribbean",5.68056011199951,9.07733154296875,8754.5732421875,63.3518257141113,0.927525758743286,0.828851401805878,0.258835464715958,0.0111651821061969,0.809968590736389
"114","Peru",NA,NA,5.66319990158081,2.15094256401062,0.933516442775726,1.2489777803421,0.674034237861633,0.529976725578308,0.0915544629096985,0.0341666489839554,0.242562294006348,5.42063760757446,"Latin America and Caribbean",5.66316890716553,9.39508247375488,12029.08203125,65.2094039916992,0.815927445888519,0.819967448711395,0.17581282556057,0.00827096123248339,0.883582949638367
"115","Philippines",NA,NA,5.52409982681274,2.05579328536987,0.77534019947052,1.31237256526947,0.512647867202759,0.642839789390564,0.119924291968346,0.105176493525505,0.720180034637451,4.80391979217529,"Southeast Asia",5.524094581604,8.88707160949707,7237.79296875,60.1298522949219,0.841832041740417,0.914903223514557,0.179394483566284,0.00835449621081352,0.752503037452698
"116","Poland",5.64927673339844,5.86891031265259,6.1230001449585,2.00166320800781,1.17554104328156,1.44783234596252,0.780831038951874,0.545728802680969,0.107574678957462,0.0638600885868073,0.275109767913818,5.84789037704468,"Central and Eastern Europe",6.12303113937378,10.1723871231079,26170.474609375,68.5707778930664,0.897184133529663,0.833217442035675,0.259615868330002,0.0091014327481389,0.828770637512207
"117","Portugal",5.68757724761963,5.24388694763184,5.41039991378784,1.27622556686401,1.18751454353333,1.42946827411652,0.883593618869781,0.562037467956543,0.05491117015481,0.0166215822100639,0.108314514160156,5.30208539962769,"Western Europe",5.41037225723267,10.2108421325684,27196.4609375,71.80517578125,0.889680147171021,0.846935629844666,0.182340502738953,0.00827416870743036,0.915970087051392
"118","Qatar",6.39496231079102,6.96196126937866,6.37449979782104,1.59306335449219,1.64905393123627,1.30331683158875,0.748002648353577,0.654051005840302,0.256496638059616,0.170544922351837,-0.186820030212402,6.56131982803345,"Middle East and North Africa",6.37452936172485,11.6931571960449,119749.484375,67.5375213623047,NA,NA,NA,NA,NA
"119","Romania",NA,NA,5.94519996643066,2.26859521865845,1.11562395095825,1.21884047985077,0.726384043693542,0.527521133422852,0.0875548273324966,0.000692288798745722,0.806694030761719,5.13850593566895,"Central and Eastern Europe",5.94521188735962,9.97995281219482,21589.29296875,66.8570861816406,0.803612589836121,0.817901909351349,0.214329153299332,0.0088590094819665,0.945374608039856
"120","Russia",5.54762983322144,5.55546760559082,5.80970001220703,2.09128952026367,1.15109670162201,1.47903835773468,0.598529040813446,0.39928874373436,0.0650565624237061,0.0253718998283148,0.422250747680664,5.38744926452637,"Commonwealth of Independent States",5.80967092514038,10.093879699707,24194.478515625,62.8329162597656,0.909935653209686,0.710038065910339,0.188827589154243,0.0060225622728467,0.899817526340485
"121","Rwanda",3.89863467216492,3.70313382148743,3.40809988975525,0.499957799911499,0.33232781291008,0.895639598369598,0.400057256221771,0.635907590389252,0.199709638953209,0.444492012262344,-0.787680387496948,4.1957802772522,"Sub-Saharan Africa",3.40809178352356,7.46425914764404,1744.56262207031,56.5861206054688,0.671545028686523,0.909072160720825,0.193597957491875,0.0100634340196848,0.12614694237709
"122","Saudi Arabia",6.1546425819397,6.57194042205811,6.37090015411377,2.29334497451782,1.37876451015472,1.33127129077911,0.633422315120697,0.508955597877502,0.098344124853611,0.126835703849792,0.0160613059997559,6.35483884811401,"Middle East and North Africa",6.37093830108643,10.8250751495361,50265.546875,63.9311637878418,0.849554538726807,0.802285313606262,0.29694277048111,0.0105206547304988,NA
"123","Senegal",4.51377534866333,4.34531879425049,4.63110017776489,2.0258457660675,0.428906142711639,1.1174556016922,0.433223307132721,0.405548244714737,0.137994185090065,0.08212511241436,0.167741298675537,4.46335887908936,"Sub-Saharan Africa",4.63109827041626,7.77443742752075,2379.00463867188,57.6300048828125,0.762184321880341,0.715303301811218,0.12219212949276,0.00678857695311308,0.795054495334625
"124","Serbia",5.03584623336792,5.02357339859009,5.39820003509521,1.90470457077026,0.974698424339294,1.36926162242889,0.684971570968628,0.287865787744522,0.133780434727669,0.0428980737924576,0.977624893188477,4.42057514190674,"Central and Eastern Europe",5.39818048477173,9.52734565734863,13730.0986328125,65.5536499023438,0.865078270435333,0.616313636302948,0.250889658927917,0.00910919718444347,0.867465257644653
"125","Sierra Leone",4.58299875259399,4.28655862808228,4.5706000328064,2.854811668396,0.25615593791008,0.813196539878845,0,0.355181574821472,0.238217696547508,0.0530226714909077,1.00566744804382,3.56493258476257,"Sub-Saharan Africa",4.57058620452881,7.21961975097656,1365.96960449219,43.9945259094238,0.637856841087341,0.672936916351318,0.235969975590706,0.00906904879957438,0.848775863647461
"126","Singapore",6.60696840286255,6.5393967628479,6.34320020675659,1.00501585006714,1.52929365634918,1.45116543769836,1.00800096988678,0.631345570087433,0.261410057544708,0.456969857215881,-0.164323329925537,6.50752353668213,"Southeast Asia",6.34320116043091,11.3085260391235,81513.671875,75.720832824707,0.898546099662781,0.905234754085541,0.588738441467285,0.010899631306529,0.103113576769829
"127","Slovakia",5.74710178375244,6.06730937957764,6.17339992523193,2.16540050506592,1.20988953113556,1.53704690933228,0.77614039182663,0.353522151708603,0.117602199316025,0.0138204284012318,0.121199131011963,6.05220079421997,"Central and Eastern Europe",6.17342233657837,10.2827033996582,29222.767578125,68.4231414794922,0.933639347553253,0.671541094779968,0.285165846347809,0.00942919496446848,0.921140849590302
"128","Slovenia",5.70321035385132,5.97448062896729,5.9475998878479,1.52228116989136,1.21904361248016,1.50639021396637,0.856209993362427,0.63292533159256,0.159796267747879,0.05095100030303,-0.050133228302002,5.9977331161499,"Central and Eastern Europe",5.94759750366211,10.3121032714844,30094.66796875,70.9432907104492,0.921112298965454,0.906563580036163,0.351247757673264,0.0105483112856746,0.852600038051605
"129","Somaliland region",4.90002679824829,4.88727235794067,4.98150014877319,2.96051001548767,0,0.711924612522125,0.115404523909092,0.67361968755722,0.23798294365406,0.282091856002808,NA,NA,"Sub-Saharan Africa",4.98153352737427,NA,NA,47.626823425293,0.596474707126617,0.940793991088867,0.175083294510841,0.00916814524680376,0.425927847623825
"130","South Africa",4.78436756134033,4.82614278793335,4.72399997711182,1.36805033683777,0.939913749694824,1.41044843196869,0.32999050617218,0.516484677791595,0.103360451757908,0.0557455532252789,-0.348079681396484,5.0720796585083,"Sub-Saharan Africa",4.72399377822876,9.41562843322754,12278.787109375,54.3808059692383,0.881908178329468,0.808618485927582,0.194970846176147,0.0085071437060833,0.843749582767487
"131","South Korea",NA,NA,5.87489986419678,1.97962689399719,1.26630747318268,1.20415663719177,0.954651772975922,0.244194462895393,0.174520090222359,0.051438607275486,0.158480644226074,5.7164192199707,"East Asia",5.87489604949951,10.4638996124268,35027.87890625,74.0416946411133,0.797612428665161,0.57957911491394,0.389888554811478,0.010990216396749,0.851699948310852
"132","South Sudan",3.92453241348267,3.3703019618988,3.25419998168945,1.69062519073486,0.337370008230209,0.607501745223999,0.177460104227066,0.111604116857052,0.223926246166229,0.105674624443054,NA,NA,"Sub-Saharan Africa",3.25416207313538,7.48045301437378,1773.04382324219,49.5799903869629,0.5538050532341,0.468049556016922,0.255653291940689,0.00973955821245909,0.751583516597748
"133","Spain",6.10747814178467,6.53102588653564,6.30989980697632,1.89232301712036,1.25081467628479,1.53764295578003,0.9648756980896,0.448841243982315,0.141555830836296,0.0738247558474541,-0.247976303100586,6.5578761100769,"Western Europe",6.3098783493042,10.4141416549683,33327.6171875,74.3634872436523,0.933882892131805,0.75171959400177,0.33133590221405,0.010755168274045,0.810376465320587
"134","Sri Lanka",NA,NA,4.47060012817383,0.623762369155884,0.917850196361542,1.31435775756836,0.671899437904358,0.585125803947449,0.307415723800659,0.0501836724579334,0.26489782333374,4.20570230484009,"South Asia",4.47059488296509,9.34476757049561,11438.8134765625,65.1422119140625,0.842643260955811,0.866356611251831,0.514083564281464,0.0135010331869125,0.854016482830048
"135","Sudan",4.32499933242798,4.38544511795044,4.13870000839233,1.74954724311829,0.605020046234131,1.24004352092743,0.312173068523407,0.0162349790334702,0.13390251994133,0.0817515254020691,-0.306270122528076,4.44497013092041,"Sub-Saharan Africa",4.13867282867432,8.34005832672119,4188.333984375,53.820011138916,0.812276661396027,0.387828946113586,0.157809615135193,0.0132122179493308,0.795744121074677
"136","Sweden",7.18363809585571,7.37896680831909,7.3144998550415,2.21685838699341,1.3554390668869,1.5014808177948,0.913462042808533,0.659404277801514,0.284667521715164,0.383211880922318,-0.111707210540771,7.42620706558228,"Western Europe",7.31452417373657,10.7501611709595,46637.54296875,72.7452697753906,0.919106185436249,0.928836584091187,0.580782294273376,0.0113166626542807,0.239266380667686
"137","Switzerland",7.17692375183105,7.6263370513916,7.48729991912842,2.31952857971191,1.41972708702087,1.54899823665619,0.927075922489166,0.659779489040375,0.255525141954422,0.356677263975143,-0.0372090339660645,7.52450895309448,"Western Europe",7.48731184005737,10.9566335678101,57333.109375,73.1737594604492,0.938522934913635,0.929152190685272,0.549966752529144,0.0121996235102415,0.28824770450592
"138","Syria",3.51627826690674,4.1247181892395,3.46189999580383,1.24414348602295,0.688779056072235,0.381640702486038,0.53884881734848,0.0882771387696266,0.375908672809601,0.1443150639534,-1.40069508552551,4.86259508132935,"Middle East and North Africa",3.4619128704071,NA,NA,60.9545135498047,0.461512833833694,0.448427855968475,0.275650411844254,0.016763599589467,0.680255591869354
"139","Taiwan Province of China",6.01245021820068,6.26144647598267,6.44059991836548,2.13612651824951,1.36505270004272,1.43596792221069,0.85737544298172,0.417558610439301,0.150619149208069,0.0778594985604286,0.553637504577637,5.88696241378784,"East Asia",6.44055986404419,NA,NA,70.9799728393555,0.892336070537567,0.725405931472778,0.371283710002899,0.0105228694155812,0.802928566932678
"140","Tajikistan",4.95461845397949,4.83010864257812,5.35249996185303,2.24843335151672,0.474139273166656,1.17897534370422,0.597869098186493,0.503496766090393,0.214078605175018,0.135537102818489,0.677334785461426,4.6751651763916,"Commonwealth of Independent States",5.35252952575684,7.91971158981323,2750.9775390625,62.8121452331543,0.787322759628296,0.797693610191345,0.250162154436111,0.00901211705058813,0.696459174156189
"141","Tanzania",NA,NA,3.3034999370575,0.628085136413574,0.454863578081131,0.99113404750824,0.381296992301941,0.48092457652092,0.270036578178406,0.0971952825784683,-0.365739583969116,3.66923952102661,"Sub-Saharan Africa",3.30353617668152,7.85780429840088,2585.83642578125,55.9956512451172,0.710566341876984,0.778706789016724,0.333040565252304,0.0102585721760988,0.7672358751297
"142","Thailand",NA,NA,6.07229995727539,1.9023003578186,1.01596796512604,1.41725397109985,0.706718862056732,0.637334287166595,0.363567680120468,0.0291445832699537,0.299682140350342,5.77261781692505,"Southeast Asia",6.07228755950928,9.65989017486572,15676.0625,66.2381362915039,0.884689092636108,0.910272240638733,0.617245137691498,0.0107256276533008,0.892853379249573
"143","Togo",3.56960368156433,3.41880774497986,3.99850010871887,2.31896138191223,0.259359329938889,0.474270701408386,0.252903401851654,0.434124290943146,0.158204942941666,0.100676745176315,1.19064569473267,2.80785441398621,"Sub-Saharan Africa",3.99850082397461,7.22990798950195,1380.09545898438,51.9545288085938,0.499363660812378,0.739340305328369,0.10930248349905,0.00721915485337377,0.760809302330017
"144","Trinidad and Tobago",NA,NA,6.19189977645874,2.14845275878906,1.22270572185516,1.49215185642242,0.563751518726349,0.575080752372742,0.171069845557213,0.0186473671346903,-0.504584312438965,6.69648408889771,"Latin America and Caribbean",6.19185972213745,10.3238649368286,30450.720703125,61.7383117675781,0.915294170379639,0.857907116413116,0.371881812810898,0.0266518462449312,0.912230610847473
"145","Tunisia",NA,NA,4.59240007400513,1.72241497039795,0.899739861488342,0.906432449817657,0.690319120883942,0.270507365465164,0.0402079038321972,0.0627439692616463,-0.503992557525635,5.09639263153076,"Middle East and North Africa",4.59236574172974,9.28660297393799,10792.4599609375,65.7219619750977,0.675955235958099,0.601712465286255,0.0859778746962547,0.00551229016855359,0.830830931663513
"146","Turkey",5.48777341842651,5.32308292388916,5.48250007629395,1.72944021224976,1.14833748340607,1.38044583797455,0.685619711875916,0.324275553226471,0.105601727962494,0.108782045543194,0.208359718322754,5.27414035797119,"Middle East and North Africa",5.48250246047974,10.085018157959,23981.025390625,65.5740509033203,0.869648396968842,0.646940052509308,0.25163146853447,0.00952781923115253,0.745847404003143
"147","Turkmenistan",5.54694795608521,5.74104499816895,5.63619995117188,1.91806077957153,1.01558554172516,1.53282928466797,0.516750037670135,0.41660150885582,0.199084967374802,0.0373101681470871,-0.931490898132324,6.5676908493042,"Commonwealth of Independent States",5.63622236251831,9.65866184234619,15656.8193359375,60.2589645385742,0.931915938854218,0.724600851535797,0.361354798078537,0.0100371418520808,NA
"148","Uganda",4.19121026992798,4.25020503997803,4.16079998016357,1.74216198921204,0.321773260831833,1.09010863304138,0.236990958452225,0.449713230133057,0.25942125916481,0.0606043636798859,-0.297055244445801,4.45785522460938,"Sub-Saharan Africa",4.16077375411987,7.43036127090454,1686.41674804688,51.4536933898926,0.751009702682495,0.752453088760376,0.284946441650391,0.00992819759994745,0.834780514240265
"149","Ukraine",4.54611587524414,4.75655841827393,4.10290002822876,0.926899194717407,0.792998015880585,1.41276490688324,0.60926342010498,0.162574142217636,0.186958491802216,0.0114408154040575,-1.03018236160278,5.13308238983154,"Commonwealth of Independent States",4.10289907455444,8.94378280639648,7660.119140625,63.1707763671875,0.882854759693146,0.510923445224762,0.290620297193527,0.0100621618330479,0.925533473491669
"150","United Arab Emirates",6.68544578552246,7.18371105194092,6.77409982681274,2.09586048126221,1.46712458133698,1.29555630683899,0.776146173477173,0.669837713241577,0.283917754888535,0.18562638759613,-0.208324909210205,6.98242473602295,"Middle East and North Africa",6.77406930923462,11.1088590621948,66759.9765625,68.4233245849609,0.834960520267487,0.937612771987915,0.606992125511169,0.00847404077649117,NA
"151","United Kingdom",6.67746686935425,6.91271686553955,6.81430006027222,1.91200637817383,1.30131042003632,1.55873262882233,0.883212029933929,0.532672703266144,0.35432556271553,0.272071450948715,-0.159844875335693,6.97414493560791,"Western Europe",6.8143310546875,10.5763177871704,39195.5234375,71.7931671142578,0.942500650882721,0.82223516702652,0.674260973930359,0.0101744038984179,0.44442492723465
"152","United States",6.87804365158081,7.15954065322876,6.88600015640259,2.22715139389038,1.39804303646088,1.470543384552,0.818961679935455,0.547317564487457,0.290589094161987,0.133433982729912,-0.314675331115723,7.20067548751831,"North America and ANZ",6.88604021072388,10.8869915008545,53476.17578125,69.7709197998047,0.906464397907257,0.834553837776184,0.594430208206177,0.0121655454859138,0.700341403484344
"153","Uruguay",6.37417936325073,6.2569408416748,6.37879991531372,2.14697742462158,1.0926628112793,1.45879244804382,0.770585298538208,0.624857485294342,0.129616439342499,0.155334457755089,0.374052047729492,6.00474786758423,"Latin America and Caribbean",6.37882614135742,9.90620899200439,20054.501953125,68.2482986450195,0.901662707328796,0.899777233600616,0.271785646677017,0.009442706592381,0.659914433956146
"154","Uzbekistan",5.59971952438354,5.7781548500061,6.09609985351562,1.87693691253662,0.71885073184967,1.58442652225494,0.604837954044342,0.724477112293243,0.327792227268219,0.258747041225433,0.873773097991943,5.22232675552368,"Commonwealth of Independent States",6.09606838226318,8.70564556121826,6036.89794921875,63.0314865112305,0.952999770641327,0.983573198318481,0.4888776242733,0.0110177714377642,0.469021022319794
"155","Venezuela",6.08592653274536,6.41177368164062,4.8056001663208,1.44236779212952,0.995664775371552,1.46941351890564,0.657052218914032,0.133104220032692,0.0563200712203979,0.0516317300498486,-2.16712665557861,6.97272682189941,"Latin America and Caribbean",4.80555438995361,9.59468269348145,14686.4814453125,64.6749038696289,0.906002700328827,0.486134558916092,0.136016473174095,0.00966992322355509,0.85134345293045
"156","Vietnam",NA,NA,5.10319995880127,1.44729614257812,0.714631497859955,1.36500608921051,0.701524972915649,0.618242502212524,0.177046120166779,0.0794989392161369,-0.25779390335083,5.3609938621521,"Southeast Asia",5.10324621200562,8.69209480285645,5955.64501953125,66.0746612548828,0.863339364528656,0.894213020801544,0.251378029584885,0.0109392357990146,0.799902260303497
"157","Yemen",4.58380508422852,4.00865459442139,3.35489988327026,1.10647392272949,0.441527247428894,1.07261276245117,0.343216300010681,0.24387027323246,0.0830916911363602,0.0641455948352814,-1.22377753257751,4.57867741584778,"Middle East and North Africa",3.35493779182434,7.81497240066528,2477.41845703125,54.7970809936523,0.743860483169556,0.579306423664093,0.0337171033024788,0.00355212413705885,0.828243613243103
"158","Zambia",5.28592157363892,4.74168348312378,4.37709999084473,1.66689682006836,0.562391102313995,1.04740571975708,0.29451596736908,0.502600073814392,0.221372172236443,0.0819481685757637,-0.617166996002197,4.99426698684692,"Sub-Saharan Africa",4.37713003158569,8.20314788818359,3652.4296875,53.2642631530762,0.733560264110565,0.796939313411713,0.283819615840912,0.00999883003532887,0.795381128787994
"159","Zimbabwe",4.41292667388916,4.1619234085083,3.69230008125305,1.35591244697571,0.357282936573029,1.09431481361389,0.247891172766685,0.405982255935669,0.131962507963181,0.0989395976066589,-0.278287649154663,3.97058773040771,"Sub-Saharan Africa",3.69228577613831,7.54440689086914,1890.14135742188,51.7967720031738,0.752728462219238,0.715668380260468,0.0946430116891861,0.00634131627157331,0.764015972614288
